Airline Service Quality Performance System : Airport View : BTS TranStats : Causes Of NAS Delay (Minutes),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
From 01/2000 To 12/2018 : ASPM Flights,,,,,,,,,,,,,,,,
Facility,Date,Wx,Vol,Eqpt,Rwy,Oth,Total,,,,,,,,,
SPI,Sep-18,197,91,10,0,0,298,,,,,,,,,
SPI,Oct-18,275,75,0,3,0,353,,,,,,,,,
SPI,Nov-18,111,209,0,0,0,320,,,,,,,,,
SPN,Feb-11,0,0,0,0,0,0,,,,,,,,,
SPN,Mar-11,0,0,0,0,0,0,,,,,,,,,
SPN,Apr-11,0,0,0,0,0,0,,,,,,,,,
SPN,May-11,0,0,0,0,0,0,,,,,,,,,
SPN,Jul-11,0,0,0,0,0,0,,,,,,,,,
SPN,Apr-12,0,0,0,0,0,0,,,,,,,,,
SPN,Jun-12,0,0,0,0,0,0,,,,,,,,,
SPN,Nov-13,0,0,0,0,0,0,,,,,,,,,
SPN,Dec-13,0,0,0,0,0,0,,,,,,,,,
SPN,Nov-14,0,0,0,0,0,0,,,,,,,,,
SPN,Oct-16,0,0,0,0,0,0,,,,,,,,,
SPN,Jan-18,0,56,0,11,0,67,,,,,,,,,
SPN,Feb-18,68,0,0,0,0,68,,,,,,,,,
SPN,Mar-18,0,151,0,0,0,151,,,,,,,,,
SPN,Apr-18,0,56,0,0,0,56,,,,,,,,,
SPN,May-18,15,0,0,0,0,15,,,,,,,,,
SPN,Jun-18,0,18,0,0,0,18,,,,,,,,,
SPN,Jul-18,0,0,0,0,24,24,,,,,,,,,
SPN,Aug-18,0,22,0,0,37,59,,,,,,,,,
SPN,Sep-18,29,0,0,0,0,29,,,,,,,,,
SPN,Oct-18,24,0,0,0,0,24,,,,,,,,,
SPN,Nov-18,0,111,0,0,0,111,,,,,,,,,
SPS,Jun-03,166,0,0,0,0,166,,,,,,,,,
SPS,Jul-03,138,20,0,0,0,158,,,,,,,,,
SPS,Aug-03,153,27,0,6,24,210,,,,,,,,,
SPS,Sep-03,108,63,0,0,0,171,,,,,,,,,
SPS,Oct-03,48,0,0,0,0,48,,,,,,,,,
SPS,Nov-03,65,217,0,1,0,283,,,,,,,,,
SPS,Dec-03,50,31,0,0,0,81,,,,,,,,,
SPS,Jan-04,83,104,0,0,117,304,,,,,,,,,
SPS,Feb-04,150,22,0,0,0,172,,,,,,,,,
SPS,Mar-04,58,15,0,0,0,73,,,,,,,,,
SPS,Apr-04,186,56,0,0,17,259,,,,,,,,,
SPS,May-04,62,22,0,0,0,84,,,,,,,,,
SPS,Jun-04,380,0,0,0,0,380,,,,,,,,,
SPS,Jul-04,229,41,0,0,6,276,,,,,,,,,
SPS,Aug-04,61,1,0,0,40,102,,,,,,,,,
SPS,Sep-04,125,46,0,0,25,196,,,,,,,,,
SPS,Oct-04,250,22,0,5,0,277,,,,,,,,,
SPS,Nov-04,150,3,29,1,0,183,,,,,,,,,
SPS,Dec-04,501,0,0,0,0,501,,,,,,,,,
SPS,Jan-05,350,62,0,0,0,412,,,,,,,,,
SPS,Feb-05,65,149,0,0,0,214,,,,,,,,,
SPS,Mar-05,344,0,0,0,0,344,,,,,,,,,
SPS,Apr-05,165,40,0,0,0,205,,,,,,,,,
SPS,May-05,365,33,0,0,0,398,,,,,,,,,
SPS,Jun-05,51,0,0,9,86,146,,,,,,,,,
SPS,Jul-05,276,43,0,12,0,331,,,,,,,,,
SPS,Aug-05,432,26,22,81,0,561,,,,,,,,,
SPS,Sep-05,229,0,0,33,48,310,,,,,,,,,
SPS,Oct-05,178,0,0,0,12,190,,,,,,,,,
SPS,Nov-05,395,0,0,24,0,419,,,,,,,,,
SPS,Dec-05,136,104,0,97,97,434,,,,,,,,,
SPS,Jan-06,126,0,0,121,0,247,,,,,,,,,
SPS,Feb-06,223,0,0,185,95,503,,,,,,,,,
SPS,Mar-06,393,0,0,47,0,440,,,,,,,,,
SPS,Apr-06,32,81,0,0,0,113,,,,,,,,,
SPS,May-06,126,0,94,0,0,220,,,,,,,,,
SPS,Jun-06,112,0,0,0,44,156,,,,,,,,,
SPS,Jul-06,115,0,0,0,0,115,,,,,,,,,
SPS,Aug-06,208,0,0,0,0,208,,,,,,,,,
SPS,Sep-06,190,0,0,0,0,190,,,,,,,,,
SPS,Oct-06,59,0,0,0,0,59,,,,,,,,,
SPS,Nov-06,172,0,0,0,0,172,,,,,,,,,
SPS,Dec-06,13,55,0,0,51,119,,,,,,,,,
SPS,Jan-07,273,0,0,0,0,273,,,,,,,,,
SPS,Feb-07,17,0,0,2,255,274,,,,,,,,,
SPS,Mar-07,123,0,0,0,0,123,,,,,,,,,
SPS,Apr-07,94,0,0,0,0,94,,,,,,,,,
SPS,May-07,275,25,0,0,0,300,,,,,,,,,
SPS,Jun-07,722,7,0,39,0,768,,,,,,,,,
SPS,Jul-07,348,9,0,33,0,390,,,,,,,,,
SPS,Aug-07,223,0,0,0,0,223,,,,,,,,,
SPS,Sep-07,197,0,0,0,11,208,,,,,,,,,
SPS,Oct-07,342,44,0,0,0,386,,,,,,,,,
SPS,Nov-07,7,57,250,0,0,314,,,,,,,,,
SPS,Dec-07,443,0,0,12,0,455,,,,,,,,,
SPS,Jan-08,320,117,0,0,0,437,,,,,,,,,
SPS,Feb-08,175,0,0,0,0,175,,,,,,,,,
SPS,Mar-08,229,176,0,0,53,458,,,,,,,,,
SPS,Apr-08,226,0,0,0,0,226,,,,,,,,,
SPS,May-08,51,0,0,0,0,51,,,,,,,,,
SPS,Jun-08,92,6,0,0,0,98,,,,,,,,,
SPS,Jul-08,0,0,0,0,89,89,,,,,,,,,
SPS,Aug-08,117,2,0,0,101,220,,,,,,,,,
SPS,Sep-08,29,58,0,0,0,87,,,,,,,,,
SPS,Oct-08,0,0,0,0,0,0,,,,,,,,,
SPS,Apr-09,22,0,0,0,0,22,,,,,,,,,
SPS,May-09,67,0,0,0,0,67,,,,,,,,,
SPS,Jun-09,26,0,0,0,0,26,,,,,,,,,
SPS,Aug-09,0,0,0,0,0,0,,,,,,,,,
SPS,Sep-09,88,0,0,0,0,88,,,,,,,,,
SPS,Oct-09,59,0,0,0,0,59,,,,,,,,,
SPS,Nov-09,28,0,0,0,0,28,,,,,,,,,
SPS,Dec-09,86,0,0,0,0,86,,,,,,,,,
SPS,Jan-10,36,0,0,0,0,36,,,,,,,,,
SPS,Feb-10,0,25,0,0,0,25,,,,,,,,,
SPS,Mar-10,63,0,0,0,0,63,,,,,,,,,
SPS,Apr-10,17,0,0,0,0,17,,,,,,,,,
SPS,May-10,23,0,0,0,0,23,,,,,,,,,
SPS,Jun-10,26,0,0,0,0,26,,,,,,,,,
SPS,Jul-10,0,0,0,0,0,0,,,,,,,,,
SPS,Aug-10,10,0,0,0,0,10,,,,,,,,,
SPS,Nov-10,47,0,0,0,0,47,,,,,,,,,
SPS,Dec-10,6,0,0,0,0,6,,,,,,,,,
SPS,Jan-11,24,0,0,0,0,24,,,,,,,,,
SPS,Feb-11,25,0,0,0,0,25,,,,,,,,,
SPS,Mar-11,5,0,0,0,0,5,,,,,,,,,
SPS,Apr-11,0,0,0,0,0,0,,,,,,,,,
SPS,Jan-12,0,0,0,0,0,0,,,,,,,,,
SPS,Feb-12,81,0,0,0,0,81,,,,,,,,,
SPS,Mar-12,42,0,0,0,0,42,,,,,,,,,
SPS,Apr-12,109,0,0,0,12,121,,,,,,,,,
SPS,May-12,79,0,0,0,0,79,,,,,,,,,
SPS,Jun-12,116,0,0,0,0,116,,,,,,,,,
SPS,Jul-12,135,0,0,0,0,135,,,,,,,,,
SPS,Aug-12,11,11,203,0,0,225,,,,,,,,,
SPS,Sep-12,61,0,0,0,0,61,,,,,,,,,
SPS,Oct-12,0,98,0,0,0,98,,,,,,,,,
SPS,Nov-12,0,0,0,42,0,42,,,,,,,,,
SPS,Dec-12,119,7,0,0,0,126,,,,,,,,,
SPS,Jan-13,121,0,0,4,0,125,,,,,,,,,
SPS,Feb-13,218,0,0,0,0,218,,,,,,,,,
SPS,Mar-13,202,46,0,0,0,248,,,,,,,,,
SPS,Apr-13,76,47,0,0,62,185,,,,,,,,,
SPS,May-13,299,0,0,0,0,299,,,,,,,,,
SPS,Jun-13,305,14,0,0,0,319,,,,,,,,,
SPS,Jul-13,368,84,0,0,0,452,,,,,,,,,
SPS,Aug-13,13,185,0,0,0,198,,,,,,,,,
SPS,Sep-13,205,0,0,0,0,205,,,,,,,,,
SPS,Oct-13,32,114,0,0,0,146,,,,,,,,,
SPS,Nov-13,35,0,0,0,0,35,,,,,,,,,
SPS,Dec-13,0,153,0,0,0,153,,,,,,,,,
SPS,Jan-14,31,0,0,0,0,31,,,,,,,,,
SPS,Feb-14,90,8,0,0,0,98,,,,,,,,,
SPS,Mar-14,50,15,0,0,118,183,,,,,,,,,
SPS,Apr-14,117,10,0,0,24,151,,,,,,,,,
SPS,May-14,137,0,0,0,0,137,,,,,,,,,
SPS,Jun-14,166,0,0,29,0,195,,,,,,,,,
SPS,Jul-14,0,95,0,0,0,95,,,,,,,,,
SPS,Aug-14,20,30,0,0,0,50,,,,,,,,,
SPS,Sep-14,31,0,0,46,0,77,,,,,,,,,
SPS,Oct-14,71,66,0,0,0,137,,,,,,,,,
SPS,Nov-14,202,3,0,0,0,205,,,,,,,,,
SPS,Dec-14,85,125,0,0,0,210,,,,,,,,,
SPS,Jan-15,0,113,0,0,0,113,,,,,,,,,
SPS,Feb-15,148,0,0,0,0,148,,,,,,,,,
SPS,Mar-15,0,275,0,0,0,275,,,,,,,,,
SPS,Apr-15,20,38,0,0,42,100,,,,,,,,,
SPS,May-15,158,47,0,0,0,205,,,,,,,,,
SPS,Jun-15,21,52,0,0,0,73,,,,,,,,,
SPS,Jul-15,30,22,0,0,0,52,,,,,,,,,
SPS,Aug-15,35,76,43,0,0,154,,,,,,,,,
SPS,Sep-15,44,0,0,0,0,44,,,,,,,,,
SPS,Oct-15,19,32,0,0,22,73,,,,,,,,,
SPS,Nov-15,28,0,0,0,0,28,,,,,,,,,
SPS,Dec-15,0,54,0,0,0,54,,,,,,,,,
SPS,Mar-16,96,4,0,0,0,100,,,,,,,,,
SPS,Apr-16,65,17,0,0,0,82,,,,,,,,,
SPS,May-16,47,61,0,0,0,108,,,,,,,,,
SPS,Jun-16,19,15,0,0,0,34,,,,,,,,,
SPS,Jul-16,86,0,0,0,0,86,,,,,,,,,
SPS,Aug-16,6,186,0,49,0,241,,,,,,,,,
SPS,Sep-16,0,0,0,4,0,4,,,,,,,,,
SPS,Oct-16,0,39,0,28,0,67,,,,,,,,,
SPS,Nov-16,8,59,0,0,4,71,,,,,,,,,
SPS,Dec-16,0,0,0,0,0,0,,,,,,,,,
SPS,Jan-17,19,130,0,0,0,149,,,,,,,,,
SPS,Feb-17,0,35,0,0,0,35,,,,,,,,,
SPS,Mar-17,25,46,0,0,0,71,,,,,,,,,
SPS,Apr-17,28,0,0,0,0,28,,,,,,,,,
SPS,Jan-18,0,25,0,0,0,25,,,,,,,,,
SPS,Feb-18,186,0,0,0,0,186,,,,,,,,,
SPS,Mar-18,0,4,0,0,0,4,,,,,,,,,
SPS,Apr-18,0,19,0,28,0,47,,,,,,,,,
SPS,May-18,0,68,0,0,0,68,,,,,,,,,
SPS,Jun-18,84,0,0,0,0,84,,,,,,,,,
SPS,Jul-18,97,39,0,20,12,168,,,,,,,,,
SPS,Aug-18,97,55,0,0,0,152,,,,,,,,,
SPS,Sep-18,100,26,0,0,0,126,,,,,,,,,
SPS,Oct-18,117,0,0,0,0,117,,,,,,,,,
SPS,Nov-18,18,31,0,7,0,56,,,,,,,,,
SRQ,Jun-03,368,118,0,0,82,568,,,,,,,,,
SRQ,Jul-03,1041,10,0,19,0,1070,,,,,,,,,
SRQ,Aug-03,801,45,0,0,35,881,,,,,,,,,
SRQ,Sep-03,540,50,0,0,60,650,,,,,,,,,
SRQ,Oct-03,211,121,0,0,25,357,,,,,,,,,
SRQ,Nov-03,201,65,0,0,21,287,,,,,,,,,
SRQ,Dec-03,328,302,0,11,0,641,,,,,,,,,
SRQ,Jan-04,1172,297,20,132,240,1861,,,,,,,,,
SRQ,Feb-04,1360,375,0,16,224,1975,,,,,,,,,
SRQ,Mar-04,561,444,0,50,201,1256,,,,,,,,,
SRQ,Apr-04,473,264,175,49,265,1226,,,,,,,,,
SRQ,May-04,1005,69,0,0,102,1176,,,,,,,,,
SRQ,Jun-04,1309,60,0,48,23,1440,,,,,,,,,
SRQ,Jul-04,873,33,0,37,90,1033,,,,,,,,,
SRQ,Aug-04,743,149,0,0,74,966,,,,,,,,,
SRQ,Sep-04,290,135,0,34,272,731,,,,,,,,,
SRQ,Oct-04,272,64,37,0,37,410,,,,,,,,,
SRQ,Nov-04,459,100,0,3,64,626,,,,,,,,,
SRQ,Dec-04,963,374,0,31,25,1393,,,,,,,,,
SRQ,Jan-05,1504,437,0,74,40,2055,,,,,,,,,
SRQ,Feb-05,690,174,0,109,69,1042,,,,,,,,,
SRQ,Mar-05,2057,652,0,67,56,2832,,,,,,,,,
SRQ,Apr-05,1162,359,0,59,89,1669,,,,,,,,,
SRQ,May-05,202,70,0,118,66,456,,,,,,,,,
SRQ,Jun-05,736,202,0,16,46,1000,,,,,,,,,
SRQ,Jul-05,1380,158,13,70,0,1621,,,,,,,,,
SRQ,Aug-05,755,43,50,20,35,903,,,,,,,,,
SRQ,Sep-05,177,58,0,0,17,252,,,,,,,,,
SRQ,Oct-05,536,64,0,33,173,806,,,,,,,,,
SRQ,Nov-05,757,126,0,87,229,1199,,,,,,,,,
SRQ,Dec-05,1578,372,0,158,390,2498,,,,,,,,,
SRQ,Jan-06,1107,165,0,192,0,1464,,,,,,,,,
SRQ,Feb-06,1083,372,0,56,21,1532,,,,,,,,,
SRQ,Mar-06,656,311,1,148,34,1150,,,,,,,,,
SRQ,Apr-06,550,438,9,33,0,1030,,,,,,,,,
SRQ,May-06,670,73,0,0,0,743,,,,,,,,,
SRQ,Jun-06,1205,290,0,0,10,1505,,,,,,,,,
SRQ,Jul-06,516,721,0,48,0,1285,,,,,,,,,
SRQ,Aug-06,1130,218,35,0,3,1386,,,,,,,,,
SRQ,Sep-06,601,124,66,657,28,1476,,,,,,,,,
SRQ,Oct-06,663,247,0,542,37,1489,,,,,,,,,
SRQ,Nov-06,746,288,0,501,0,1535,,,,,,,,,
SRQ,Dec-06,1339,397,0,195,158,2089,,,,,,,,,
SRQ,Jan-07,1172,423,0,174,0,1769,,,,,,,,,
SRQ,Feb-07,1971,245,0,46,10,2272,,,,,,,,,
SRQ,Mar-07,1352,701,2,125,0,2180,,,,,,,,,
SRQ,Apr-07,1580,368,0,228,26,2202,,,,,,,,,
SRQ,May-07,522,160,0,21,3,706,,,,,,,,,
SRQ,Jun-07,1225,116,0,68,24,1433,,,,,,,,,
SRQ,Jul-07,884,159,0,90,0,1133,,,,,,,,,
SRQ,Aug-07,735,225,81,227,21,1289,,,,,,,,,
SRQ,Sep-07,222,34,0,16,0,272,,,,,,,,,
SRQ,Oct-07,533,311,0,68,16,928,,,,,,,,,
SRQ,Nov-07,414,103,33,0,42,592,,,,,,,,,
SRQ,Dec-07,1945,397,0,76,0,2418,,,,,,,,,
SRQ,Jan-08,1856,386,0,103,4,2349,,,,,,,,,
SRQ,Feb-08,2465,641,20,136,0,3262,,,,,,,,,
SRQ,Mar-08,2730,446,0,156,46,3378,,,,,,,,,
SRQ,Apr-08,991,581,187,187,8,1954,,,,,,,,,
SRQ,May-08,292,86,0,9,14,401,,,,,,,,,
SRQ,Jun-08,466,222,69,155,8,920,,,,,,,,,
SRQ,Jul-08,924,158,0,40,0,1122,,,,,,,,,
SRQ,Aug-08,899,392,23,0,2,1316,,,,,,,,,
SRQ,Sep-08,192,233,0,0,5,430,,,,,,,,,
SRQ,Oct-08,347,259,0,12,45,663,,,,,,,,,
SRQ,Nov-08,1075,210,0,55,41,1381,,,,,,,,,
SRQ,Dec-08,1541,571,52,55,62,2281,,,,,,,,,
SRQ,Jan-09,1397,290,0,50,8,1745,,,,,,,,,
SRQ,Feb-09,695,310,0,46,60,1111,,,,,,,,,
SRQ,Mar-09,1265,239,54,35,0,1593,,,,,,,,,
SRQ,Apr-09,1632,281,0,155,83,2151,,,,,,,,,
SRQ,May-09,702,320,0,43,56,1121,,,,,,,,,
SRQ,Jun-09,894,208,0,0,10,1112,,,,,,,,,
SRQ,Jul-09,1088,250,0,6,64,1408,,,,,,,,,
SRQ,Aug-09,665,293,0,1,9,968,,,,,,,,,
SRQ,Sep-09,637,63,0,0,35,735,,,,,,,,,
SRQ,Oct-09,332,44,0,0,1,377,,,,,,,,,
SRQ,Nov-09,223,87,231,0,0,541,,,,,,,,,
SRQ,Dec-09,1452,275,0,45,23,1795,,,,,,,,,
SRQ,Jan-10,595,708,0,27,326,1656,,,,,,,,,
SRQ,Feb-10,1076,865,68,32,63,2104,,,,,,,,,
SRQ,Mar-10,916,535,0,4,0,1455,,,,,,,,,
SRQ,Apr-10,108,278,0,3,80,469,,,,,,,,,
SRQ,May-10,371,111,0,12,0,494,,,,,,,,,
SRQ,Jun-10,542,82,0,62,0,686,,,,,,,,,
SRQ,Jul-10,570,123,30,19,0,742,,,,,,,,,
SRQ,Aug-10,352,187,0,0,0,539,,,,,,,,,
SRQ,Sep-10,140,79,0,74,0,293,,,,,,,,,
SRQ,Oct-10,231,101,0,0,43,375,,,,,,,,,
SRQ,Nov-10,190,149,0,0,51,390,,,,,,,,,
SRQ,Dec-10,276,61,0,60,319,716,,,,,,,,,
SRQ,Jan-11,683,223,33,0,137,1076,,,,,,,,,
SRQ,Feb-11,809,249,0,195,0,1253,,,,,,,,,
SRQ,Mar-11,1075,531,0,9,42,1657,,,,,,,,,
SRQ,Apr-11,344,424,0,120,39,927,,,,,,,,,
SRQ,May-11,228,40,0,0,0,268,,,,,,,,,
SRQ,Jun-11,513,205,0,0,8,726,,,,,,,,,
SRQ,Jul-11,277,289,0,0,0,566,,,,,,,,,
SRQ,Aug-11,331,68,0,87,19,505,,,,,,,,,
SRQ,Sep-11,92,259,0,38,0,389,,,,,,,,,
SRQ,Oct-11,214,97,50,79,0,440,,,,,,,,,
SRQ,Nov-11,118,205,0,44,29,396,,,,,,,,,
SRQ,Dec-11,180,221,87,0,169,657,,,,,,,,,
SRQ,Jan-12,857,94,0,20,0,971,,,,,,,,,
SRQ,Feb-12,517,219,0,0,0,736,,,,,,,,,
SRQ,Mar-12,284,167,0,167,0,618,,,,,,,,,
SRQ,Apr-12,0,112,0,119,0,231,,,,,,,,,
SRQ,May-12,347,411,0,0,54,812,,,,,,,,,
SRQ,Jun-12,692,155,0,31,21,899,,,,,,,,,
SRQ,Jul-12,1256,134,0,0,10,1400,,,,,,,,,
SRQ,Aug-12,738,241,0,39,0,1018,,,,,,,,,
SRQ,Sep-12,350,81,0,13,6,450,,,,,,,,,
SRQ,Oct-12,193,119,32,14,0,358,,,,,,,,,
SRQ,Nov-12,41,173,0,0,0,214,,,,,,,,,
SRQ,Dec-12,222,401,51,19,0,693,,,,,,,,,
SRQ,Jan-13,379,169,0,0,0,548,,,,,,,,,
SRQ,Feb-13,378,602,0,0,45,1025,,,,,,,,,
SRQ,Mar-13,505,652,0,0,42,1199,,,,,,,,,
SRQ,Apr-13,545,422,0,38,151,1156,,,,,,,,,
SRQ,May-13,267,102,0,0,0,369,,,,,,,,,
SRQ,Jun-13,1157,72,0,0,0,1229,,,,,,,,,
SRQ,Jul-13,472,262,6,0,0,740,,,,,,,,,
SRQ,Aug-13,194,209,0,37,0,440,,,,,,,,,
SRQ,Sep-13,180,236,0,0,0,416,,,,,,,,,
SRQ,Oct-13,83,267,0,21,15,386,,,,,,,,,
SRQ,Nov-13,99,271,0,56,17,443,,,,,,,,,
SRQ,Dec-13,899,450,0,0,0,1349,,,,,,,,,
SRQ,Jan-14,462,753,170,0,406,1791,,,,,,,,,
SRQ,Feb-14,681,410,0,47,0,1138,,,,,,,,,
SRQ,Mar-14,366,766,0,0,0,1132,,,,,,,,,
SRQ,Apr-14,520,542,0,11,8,1081,,,,,,,,,
SRQ,May-14,273,222,0,0,31,526,,,,,,,,,
SRQ,Jun-14,400,271,0,0,0,671,,,,,,,,,
SRQ,Jul-14,313,219,0,38,0,570,,,,,,,,,
SRQ,Aug-14,443,201,0,0,0,644,,,,,,,,,
SRQ,Sep-14,211,265,0,53,0,529,,,,,,,,,
SRQ,Oct-14,337,163,18,33,0,551,,,,,,,,,
SRQ,Nov-14,282,543,0,0,0,825,,,,,,,,,
SRQ,Dec-14,443,120,0,0,0,563,,,,,,,,,
SRQ,Jan-15,522,188,0,0,0,710,,,,,,,,,
SRQ,Feb-15,443,439,0,0,0,882,,,,,,,,,
SRQ,Mar-15,751,495,0,77,39,1362,,,,,,,,,
SRQ,Apr-15,254,106,0,18,0,378,,,,,,,,,
SRQ,May-15,202,1,0,9,0,212,,,,,,,,,
SRQ,Jun-15,187,74,0,31,30,322,,,,,,,,,
SRQ,Jul-15,259,174,0,50,1,484,,,,,,,,,
SRQ,Aug-15,251,70,0,61,0,382,,,,,,,,,
SRQ,Sep-15,225,114,0,0,19,358,,,,,,,,,
SRQ,Oct-15,8,141,0,15,0,164,,,,,,,,,
SRQ,Nov-15,100,81,0,0,0,181,,,,,,,,,
SRQ,Dec-15,378,263,0,46,0,687,,,,,,,,,
SRQ,Jan-16,319,245,0,0,22,586,,,,,,,,,
SRQ,Feb-16,530,153,0,0,0,683,,,,,,,,,
SRQ,Mar-16,428,847,0,89,0,1364,,,,,,,,,
SRQ,Apr-16,496,488,0,0,0,984,,,,,,,,,
SRQ,May-16,152,348,0,0,0,500,,,,,,,,,
SRQ,Jun-16,228,132,0,62,0,422,,,,,,,,,
SRQ,Jul-16,320,247,0,0,0,567,,,,,,,,,
SRQ,Aug-16,30,213,0,52,0,295,,,,,,,,,
SRQ,Sep-16,55,153,0,0,0,208,,,,,,,,,
SRQ,Oct-16,0,177,0,0,0,177,,,,,,,,,
SRQ,Nov-16,0,6,0,0,0,6,,,,,,,,,
SRQ,Dec-16,615,254,0,0,0,869,,,,,,,,,
SRQ,Jan-17,527,129,0,0,0,656,,,,,,,,,
SRQ,Feb-17,0,581,0,0,0,581,,,,,,,,,
SRQ,Mar-17,184,160,0,0,0,344,,,,,,,,,
SRQ,Apr-17,342,5,0,0,0,347,,,,,,,,,
SRQ,May-17,298,72,0,19,173,562,,,,,,,,,
SRQ,Jun-17,63,877,0,19,34,993,,,,,,,,,
SRQ,Jul-17,33,184,0,0,78,295,,,,,,,,,
SRQ,Aug-17,66,80,0,3,0,149,,,,,,,,,
SRQ,Sep-17,52,240,0,0,163,455,,,,,,,,,
SRQ,Oct-17,63,33,0,0,0,96,,,,,,,,,
SRQ,Nov-17,0,44,0,0,0,44,,,,,,,,,
SRQ,Dec-17,443,383,0,0,0,826,,,,,,,,,
SRQ,Jan-18,373,611,0,22,28,1034,,,,,,,,,
SRQ,Feb-18,475,166,0,0,0,641,,,,,,,,,
SRQ,Mar-18,209,290,19,26,142,686,,,,,,,,,
SRQ,Apr-18,672,391,0,43,18,1124,,,,,,,,,
SRQ,May-18,221,314,0,20,0,555,,,,,,,,,
SRQ,Jun-18,985,265,18,0,16,1284,,,,,,,,,
SRQ,Jul-18,889,1047,0,0,0,1936,,,,,,,,,
SRQ,Aug-18,599,227,0,0,35,861,,,,,,,,,
SRQ,Sep-18,396,165,0,0,0,561,,,,,,,,,
SRQ,Oct-18,331,294,0,23,0,648,,,,,,,,,
SRQ,Nov-18,551,784,10,49,0,1394,,,,,,,,,
STC,May-14,22,24,0,9,0,55,,,,,,,,,
STC,Jun-14,199,184,0,2,0,385,,,,,,,,,
STC,Jul-14,74,42,0,0,2,118,,,,,,,,,
STC,Aug-14,60,89,0,0,0,149,,,,,,,,,
STC,Sep-14,2,122,0,0,0,124,,,,,,,,,
STC,Oct-14,14,27,44,0,60,145,,,,,,,,,
STC,Nov-14,4,138,0,6,0,148,,,,,,,,,
STC,Dec-14,0,105,0,0,0,105,,,,,,,,,
STC,Jan-15,116,74,0,22,0,212,,,,,,,,,
STC,Feb-15,40,50,0,0,0,90,,,,,,,,,
STC,Jan-18,101,0,0,0,0,101,,,,,,,,,
STC,Feb-18,0,0,0,0,0,0,,,,,,,,,
STC,Mar-18,27,0,0,0,0,27,,,,,,,,,
STC,Apr-18,35,0,0,0,0,35,,,,,,,,,
STC,May-18,0,0,0,0,0,0,,,,,,,,,
STC,Jun-18,19,0,0,0,0,19,,,,,,,,,
STC,Jul-18,16,0,0,0,0,16,,,,,,,,,
STC,Aug-18,8,0,0,0,0,8,,,,,,,,,
STC,Sep-18,0,0,0,0,0,0,,,,,,,,,
STC,Oct-18,0,0,0,0,0,0,,,,,,,,,
STC,Nov-18,0,0,0,0,0,0,,,,,,,,,
STL,Jun-03,22870,2370,18,353,447,26058,,,,,,,,,
STL,Jul-03,24898,2395,42,898,2930,31163,,,,,,,,,
STL,Aug-03,19960,1507,858,1348,4010,27683,,,,,,,,,
STL,Sep-03,17424,1751,0,846,1253,21274,,,,,,,,,
STL,Oct-03,8715,1461,0,1313,2520,14009,,,,,,,,,
STL,Nov-03,3773,1077,0,234,481,5565,,,,,,,,,
STL,Dec-03,3467,1364,71,175,745,5822,,,,,,,,,
STL,Jan-04,6110,1790,240,359,1331,9830,,,,,,,,,
STL,Feb-04,4054,1802,84,262,560,6762,,,,,,,,,
STL,Mar-04,4151,1205,0,417,269,6042,,,,,,,,,
STL,Apr-04,2978,1097,381,413,849,5718,,,,,,,,,
STL,May-04,15171,305,170,123,1041,16810,,,,,,,,,
STL,Jun-04,11605,846,27,564,946,13988,,,,,,,,,
STL,Jul-04,9746,1412,75,631,683,12547,,,,,,,,,
STL,Aug-04,11475,806,0,64,410,12755,,,,,,,,,
STL,Sep-04,1791,662,337,101,610,3501,,,,,,,,,
STL,Oct-04,4250,1614,34,366,1006,7270,,,,,,,,,
STL,Nov-04,4374,2009,61,456,98,6998,,,,,,,,,
STL,Dec-04,4041,2882,0,1256,118,8297,,,,,,,,,
STL,Jan-05,8115,2260,21,508,293,11197,,,,,,,,,
STL,Feb-05,3723,2258,0,354,185,6520,,,,,,,,,
STL,Mar-05,4159,1746,4,825,1055,7789,,,,,,,,,
STL,Apr-05,4360,931,0,547,322,6160,,,,,,,,,
STL,May-05,4244,1522,0,701,102,6569,,,,,,,,,
STL,Jun-05,13990,702,37,514,738,15981,,,,,,,,,
STL,Jul-05,12206,1873,77,677,243,15076,,,,,,,,,
STL,Aug-05,9834,1271,402,388,302,12197,,,,,,,,,
STL,Sep-05,5290,492,0,855,378,7015,,,,,,,,,
STL,Oct-05,3909,996,18,461,1170,6554,,,,,,,,,
STL,Nov-05,5256,806,141,926,275,7404,,,,,,,,,
STL,Dec-05,5855,1893,148,811,1140,9847,,,,,,,,,
STL,Jan-06,2580,1263,22,1564,38,5467,,,,,,,,,
STL,Feb-06,4601,1627,7,500,341,7076,,,,,,,,,
STL,Mar-06,6403,1197,361,575,142,8678,,,,,,,,,
STL,Apr-06,5526,2257,121,1004,138,9046,,,,,,,,,
STL,May-06,7299,623,243,851,336,9352,,,,,,,,,
STL,Jun-06,12095,1695,125,626,1246,15787,,,,,,,,,
STL,Jul-06,11350,1255,86,639,114,13444,,,,,,,,,
STL,Aug-06,7743,1480,119,927,257,10526,,,,,,,,,
STL,Sep-06,5422,1247,46,1854,192,8761,,,,,,,,,
STL,Oct-06,5691,2301,40,1983,1335,11350,,,,,,,,,
STL,Nov-06,4648,1106,0,1416,159,7329,,,,,,,,,
STL,Dec-06,5016,2781,97,990,268,9152,,,,,,,,,
STL,Jan-07,5716,3087,34,959,68,9864,,,,,,,,,
