Airline Service Quality Performance System : Airport View : BTS TranStats : Causes Of NAS Delay (Minutes),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
From 01/2000 To 12/2018 : ASPM Flights,,,,,,,,,,,,,,,,
Facility,Date,Wx,Vol,Eqpt,Rwy,Oth,Total,,,,,,,,,
ABE,Jun-03,416,46,0,25,257,744,,,,,,,,,
ABE,Jul-03,870,11,0,47,27,955,,,,,,,,,
ABE,Aug-03,753,73,0,0,0,826,,,,,,,,,
ABE,Sep-03,306,35,0,13,0,354,,,,,,,,,
ABE,Oct-03,63,85,0,20,0,168,,,,,,,,,
ABE,Nov-03,585,110,0,8,3,706,,,,,,,,,
ABE,Dec-03,559,66,0,35,20,680,,,,,,,,,
ABE,Jan-04,1073,145,0,86,30,1334,,,,,,,,,
ABE,Feb-04,271,130,0,7,46,454,,,,,,,,,
ABE,Mar-04,482,260,0,30,213,985,,,,,,,,,
ABE,Apr-04,555,208,94,85,111,1053,,,,,,,,,
ABE,May-04,1900,53,0,98,49,2100,,,,,,,,,
ABE,Jun-04,1189,46,0,10,155,1400,,,,,,,,,
ABE,Jul-04,1197,163,0,0,238,1598,,,,,,,,,
ABE,Aug-04,727,64,0,0,11,802,,,,,,,,,
ABE,Sep-04,143,69,0,66,47,325,,,,,,,,,
ABE,Oct-04,467,194,0,13,180,854,,,,,,,,,
ABE,Nov-04,368,150,0,53,88,659,,,,,,,,,
ABE,Dec-04,935,437,0,10,40,1422,,,,,,,,,
ABE,Jan-05,1046,245,0,38,18,1347,,,,,,,,,
ABE,Feb-05,452,161,0,30,134,777,,,,,,,,,
ABE,Mar-05,489,155,0,79,6,729,,,,,,,,,
ABE,Apr-05,103,117,0,57,71,348,,,,,,,,,
ABE,May-05,107,29,0,0,48,184,,,,,,,,,
ABE,Jun-05,463,64,28,0,0,555,,,,,,,,,
ABE,Jul-05,651,60,0,0,34,745,,,,,,,,,
ABE,Aug-05,387,116,0,0,38,541,,,,,,,,,
ABE,Sep-05,126,38,0,0,3,167,,,,,,,,,
ABE,Oct-05,158,20,19,8,51,256,,,,,,,,,
ABE,Nov-05,199,110,0,0,29,338,,,,,,,,,
ABE,Dec-05,516,143,0,0,25,684,,,,,,,,,
ABE,Jan-06,674,174,0,54,0,902,,,,,,,,,
ABE,Feb-06,317,112,0,70,0,499,,,,,,,,,
ABE,Mar-06,454,138,64,16,53,725,,,,,,,,,
ABE,Apr-06,186,73,0,242,0,501,,,,,,,,,
ABE,May-06,586,62,0,10,0,658,,,,,,,,,
ABE,Jun-06,1372,363,29,157,44,1965,,,,,,,,,
ABE,Jul-06,456,838,0,1,31,1326,,,,,,,,,
ABE,Aug-06,996,285,24,101,32,1438,,,,,,,,,
ABE,Sep-06,898,95,0,320,20,1333,,,,,,,,,
ABE,Oct-06,260,100,0,483,8,851,,,,,,,,,
ABE,Nov-06,508,418,0,78,0,1004,,,,,,,,,
ABE,Dec-06,345,172,0,24,0,541,,,,,,,,,
ABE,Jan-07,1109,241,0,39,86,1475,,,,,,,,,
ABE,Feb-07,957,125,44,24,20,1170,,,,,,,,,
ABE,Mar-07,261,251,0,0,0,512,,,,,,,,,
ABE,Apr-07,465,171,0,37,21,694,,,,,,,,,
ABE,May-07,954,214,0,11,51,1230,,,,,,,,,
ABE,Jun-07,1925,261,2,39,9,2236,,,,,,,,,
ABE,Jul-07,1603,257,0,66,6,1932,,,,,,,,,
ABE,Aug-07,731,188,55,114,32,1120,,,,,,,,,
ABE,Sep-07,387,89,0,51,16,543,,,,,,,,,
ABE,Oct-07,327,224,0,158,0,709,,,,,,,,,
ABE,Nov-07,136,302,0,164,0,602,,,,,,,,,
ABE,Dec-07,635,202,0,46,116,999,,,,,,,,,
ABE,Jan-08,875,89,0,60,6,1030,,,,,,,,,
ABE,Feb-08,867,129,0,0,0,996,,,,,,,,,
ABE,Mar-08,762,110,0,4,0,876,,,,,,,,,
ABE,Apr-08,343,156,44,21,1,565,,,,,,,,,
ABE,May-08,419,49,0,13,117,598,,,,,,,,,
ABE,Jun-08,1423,487,0,28,17,1955,,,,,,,,,
ABE,Jul-08,1688,221,25,61,41,2036,,,,,,,,,
ABE,Aug-08,714,135,8,47,0,904,,,,,,,,,
ABE,Sep-08,573,101,0,0,0,674,,,,,,,,,
ABE,Oct-08,142,119,0,0,60,321,,,,,,,,,
ABE,Nov-08,558,307,10,0,36,911,,,,,,,,,
ABE,Dec-08,1792,124,0,32,0,1948,,,,,,,,,
ABE,Jan-09,790,218,0,79,54,1141,,,,,,,,,
ABE,Feb-09,681,152,0,5,0,838,,,,,,,,,
ABE,Mar-09,395,195,0,0,0,590,,,,,,,,,
ABE,Apr-09,673,83,0,10,36,802,,,,,,,,,
ABE,May-09,211,88,0,0,77,376,,,,,,,,,
ABE,Jun-09,718,359,0,1,44,1122,,,,,,,,,
ABE,Jul-09,515,417,0,0,96,1028,,,,,,,,,
ABE,Aug-09,719,277,0,134,2,1132,,,,,,,,,
ABE,Sep-09,294,87,0,7,0,388,,,,,,,,,
ABE,Oct-09,712,36,0,2,77,827,,,,,,,,,
ABE,Nov-09,43,91,13,0,17,164,,,,,,,,,
ABE,Dec-09,767,248,0,41,0,1056,,,,,,,,,
ABE,Jan-10,446,536,35,0,0,1017,,,,,,,,,
ABE,Feb-10,749,212,0,72,0,1033,,,,,,,,,
ABE,Mar-10,315,120,0,0,17,452,,,,,,,,,
ABE,Apr-10,140,57,0,26,0,223,,,,,,,,,
ABE,May-10,314,183,0,30,182,709,,,,,,,,,
ABE,Jun-10,1193,122,0,3,0,1318,,,,,,,,,
ABE,Jul-10,1214,174,36,0,0,1424,,,,,,,,,
ABE,Aug-10,372,77,0,0,12,461,,,,,,,,,
ABE,Sep-10,396,12,0,90,0,498,,,,,,,,,
ABE,Oct-10,199,52,0,2,18,271,,,,,,,,,
ABE,Nov-10,97,48,0,0,0,145,,,,,,,,,
ABE,Dec-10,649,427,0,0,39,1115,,,,,,,,,
ABE,Jan-11,370,163,0,0,0,533,,,,,,,,,
ABE,Feb-11,691,14,0,0,0,705,,,,,,,,,
ABE,Mar-11,223,81,0,0,0,304,,,,,,,,,
ABE,Apr-11,432,18,0,0,1,451,,,,,,,,,
ABE,May-11,1175,24,0,0,9,1208,,,,,,,,,
ABE,Jun-11,1003,392,0,39,92,1526,,,,,,,,,
ABE,Jul-11,1218,287,0,0,62,1567,,,,,,,,,
ABE,Aug-11,1289,266,0,0,242,1797,,,,,,,,,
ABE,Sep-11,245,75,0,13,40,373,,,,,,,,,
ABE,Oct-11,77,130,3,86,0,296,,,,,,,,,
ABE,Nov-11,67,55,0,0,0,122,,,,,,,,,
ABE,Dec-11,118,0,5,0,0,123,,,,,,,,,
ABE,Jan-12,149,70,0,0,32,251,,,,,,,,,
ABE,Feb-12,133,61,0,0,0,194,,,,,,,,,
ABE,Mar-12,191,142,0,0,0,333,,,,,,,,,
ABE,Apr-12,54,68,0,0,0,122,,,,,,,,,
ABE,May-12,131,108,0,4,0,243,,,,,,,,,
ABE,Jun-12,62,5,0,7,37,111,,,,,,,,,
ABE,Jul-12,375,487,0,26,61,949,,,,,,,,,
ABE,Aug-12,486,60,0,0,0,546,,,,,,,,,
ABE,Sep-12,151,151,0,78,0,380,,,,,,,,,
ABE,Oct-12,153,159,0,85,11,408,,,,,,,,,
ABE,Nov-12,17,67,0,18,87,189,,,,,,,,,
ABE,Dec-12,227,194,0,0,0,421,,,,,,,,,
ABE,Jan-13,123,277,0,0,0,400,,,,,,,,,
ABE,Feb-13,463,186,0,13,57,719,,,,,,,,,
ABE,Mar-13,432,275,0,113,14,834,,,,,,,,,
ABE,Apr-13,207,430,0,22,132,791,,,,,,,,,
ABE,May-13,584,465,0,26,49,1124,,,,,,,,,
ABE,Jun-13,772,264,0,125,64,1225,,,,,,,,,
ABE,Jul-13,387,158,0,152,0,697,,,,,,,,,
ABE,Aug-13,313,200,0,7,0,520,,,,,,,,,
ABE,Sep-13,147,231,0,67,0,445,,,,,,,,,
ABE,Oct-13,0,195,0,0,34,229,,,,,,,,,
ABE,Nov-13,50,111,0,0,0,161,,,,,,,,,
ABE,Dec-13,71,125,0,39,0,235,,,,,,,,,
ABE,Jan-14,205,81,0,0,233,519,,,,,,,,,
ABE,Feb-14,40,444,0,0,0,484,,,,,,,,,
ABE,Mar-14,36,79,0,0,13,128,,,,,,,,,
ABE,Apr-14,0,152,0,0,0,152,,,,,,,,,
ABE,May-14,68,175,0,0,0,243,,,,,,,,,
ABE,Jun-14,151,25,0,0,0,176,,,,,,,,,
ABE,Jul-14,2,12,0,0,0,14,,,,,,,,,
ABE,Aug-14,162,70,0,22,0,254,,,,,,,,,
ABE,Sep-14,84,63,0,28,15,190,,,,,,,,,
ABE,Oct-14,44,10,0,76,0,130,,,,,,,,,
ABE,Nov-14,120,83,0,0,0,203,,,,,,,,,
ABE,Dec-14,45,72,0,0,0,117,,,,,,,,,
ABE,Jan-15,161,285,0,0,0,446,,,,,,,,,
ABE,Feb-15,225,187,0,0,22,434,,,,,,,,,
ABE,Mar-15,123,150,0,0,0,273,,,,,,,,,
ABE,Apr-15,118,226,0,0,0,344,,,,,,,,,
ABE,May-15,377,52,0,29,0,458,,,,,,,,,
ABE,Jun-15,184,0,0,0,0,184,,,,,,,,,
ABE,Jul-15,334,69,0,37,29,469,,,,,,,,,
ABE,Aug-15,351,120,0,0,55,526,,,,,,,,,
ABE,Sep-15,421,48,0,0,36,505,,,,,,,,,
ABE,Oct-15,12,164,1,0,48,225,,,,,,,,,
ABE,Nov-15,57,178,0,0,27,262,,,,,,,,,
ABE,Dec-15,103,0,0,0,0,103,,,,,,,,,
ABE,Jan-16,207,102,0,0,98,407,,,,,,,,,
ABE,Feb-16,115,5,0,0,139,259,,,,,,,,,
ABE,Mar-16,205,65,0,0,0,270,,,,,,,,,
ABE,Apr-16,118,124,0,0,0,242,,,,,,,,,
ABE,May-16,62,126,0,0,0,188,,,,,,,,,
ABE,Jun-16,44,298,0,0,0,342,,,,,,,,,
ABE,Jul-16,835,540,0,0,41,1416,,,,,,,,,
ABE,Aug-16,385,227,0,37,0,649,,,,,,,,,
ABE,Sep-16,140,130,0,0,0,270,,,,,,,,,
ABE,Oct-16,0,145,0,0,0,145,,,,,,,,,
ABE,Nov-16,122,97,0,76,0,295,,,,,,,,,
ABE,Dec-16,254,131,0,0,0,385,,,,,,,,,
ABE,Jan-17,241,87,0,0,0,328,,,,,,,,,
ABE,Feb-17,0,3,0,0,0,3,,,,,,,,,
ABE,Mar-17,102,47,0,0,0,149,,,,,,,,,
ABE,Apr-17,133,0,0,4,0,137,,,,,,,,,
ABE,May-17,31,154,0,0,0,185,,,,,,,,,
ABE,Jun-17,74,116,0,0,15,205,,,,,,,,,
ABE,Jul-17,140,323,0,0,11,474,,,,,,,,,
ABE,Aug-17,215,208,0,0,0,423,,,,,,,,,
ABE,Sep-17,66,298,0,0,0,364,,,,,,,,,
ABE,Oct-17,308,673,0,102,0,1083,,,,,,,,,
ABE,Nov-17,64,109,0,45,15,233,,,,,,,,,
ABE,Dec-17,278,115,0,0,0,393,,,,,,,,,
ABE,Jan-18,783,260,0,0,0,1043,,,,,,,,,
ABE,Feb-18,250,230,0,47,59,586,,,,,,,,,
ABE,Mar-18,1348,160,0,0,0,1508,,,,,,,,,
ABE,Apr-18,192,357,0,12,117,678,,,,,,,,,
ABE,May-18,361,416,24,308,0,1109,,,,,,,,,
ABE,Jun-18,774,591,0,16,50,1431,,,,,,,,,
ABE,Jul-18,930,1101,0,22,15,2068,,,,,,,,,
ABE,Aug-18,765,520,0,161,0,1446,,,,,,,,,
ABE,Sep-18,685,244,0,0,42,971,,,,,,,,,
ABE,Oct-18,148,209,0,7,0,364,,,,,,,,,
ABE,Nov-18,478,291,0,0,0,769,,,,,,,,,
ABI,Jun-03,220,9,0,0,0,229,,,,,,,,,
ABI,Jul-03,102,5,0,0,0,107,,,,,,,,,
ABI,Aug-03,229,0,0,0,0,229,,,,,,,,,
ABI,Sep-03,165,42,0,18,0,225,,,,,,,,,
ABI,Oct-03,126,0,0,0,0,126,,,,,,,,,
ABI,Nov-03,308,126,0,104,0,538,,,,,,,,,
ABI,Dec-03,197,70,0,0,40,307,,,,,,,,,
ABI,Jan-04,144,0,0,22,98,264,,,,,,,,,
ABI,Feb-04,196,15,0,7,0,218,,,,,,,,,
ABI,Mar-04,160,8,0,0,0,168,,,,,,,,,
ABI,Apr-04,343,13,0,0,0,356,,,,,,,,,
ABI,May-04,407,0,137,0,0,544,,,,,,,,,
ABI,Jun-04,396,31,0,0,0,427,,,,,,,,,
ABI,Jul-04,84,25,0,0,69,178,,,,,,,,,
ABI,Aug-04,99,19,0,0,93,211,,,,,,,,,
ABI,Sep-04,53,27,175,0,0,255,,,,,,,,,
ABI,Oct-04,413,23,0,44,0,480,,,,,,,,,
ABI,Nov-04,447,30,23,34,11,545,,,,,,,,,
ABI,Dec-04,689,0,0,23,0,712,,,,,,,,,
ABI,Jan-05,230,51,0,0,0,281,,,,,,,,,
ABI,Feb-05,229,0,0,0,0,229,,,,,,,,,
ABI,Mar-05,119,0,0,0,0,119,,,,,,,,,
ABI,Apr-05,370,0,0,0,0,370,,,,,,,,,
ABI,May-05,299,0,0,0,1,300,,,,,,,,,
ABI,Jun-05,95,0,0,13,71,179,,,,,,,,,
ABI,Jul-05,596,0,0,47,0,643,,,,,,,,,
ABI,Aug-05,770,87,0,38,25,920,,,,,,,,,
ABI,Sep-05,271,0,0,0,35,306,,,,,,,,,
ABI,Oct-05,90,0,0,69,0,159,,,,,,,,,
ABI,Nov-05,155,0,0,10,0,165,,,,,,,,,
ABI,Dec-05,308,19,0,19,0,346,,,,,,,,,
ABI,Jan-06,96,0,0,39,49,184,,,,,,,,,
ABI,Feb-06,474,0,0,0,350,824,,,,,,,,,
ABI,Mar-06,506,7,0,5,0,518,,,,,,,,,
ABI,Apr-06,269,17,0,0,0,286,,,,,,,,,
ABI,May-06,225,0,0,91,0,316,,,,,,,,,
ABI,Jun-06,148,0,0,0,18,166,,,,,,,,,
ABI,Jul-06,104,0,0,0,0,104,,,,,,,,,
ABI,Aug-06,290,0,0,0,0,290,,,,,,,,,
ABI,Sep-06,427,0,0,0,0,427,,,,,,,,,
ABI,Oct-06,242,4,0,0,0,246,,,,,,,,,
ABI,Nov-06,586,14,0,0,0,600,,,,,,,,,
ABI,Dec-06,225,0,0,0,0,225,,,,,,,,,
ABI,Jan-07,209,106,0,0,0,315,,,,,,,,,
ABI,Feb-07,27,0,0,0,182,209,,,,,,,,,
ABI,Mar-07,136,0,0,0,0,136,,,,,,,,,
ABI,Apr-07,271,0,0,0,0,271,,,,,,,,,
ABI,May-07,379,0,0,0,29,408,,,,,,,,,
ABI,Jun-07,564,18,0,0,0,582,,,,,,,,,
ABI,Jul-07,529,2,0,48,0,579,,,,,,,,,
ABI,Aug-07,293,0,0,26,0,319,,,,,,,,,
ABI,Sep-07,143,0,0,0,22,165,,,,,,,,,
ABI,Oct-07,276,5,0,0,0,281,,,,,,,,,
ABI,Nov-07,34,69,369,0,0,472,,,,,,,,,
ABI,Dec-07,504,0,0,7,0,511,,,,,,,,,
ABI,Jan-08,178,89,0,0,0,267,,,,,,,,,
ABI,Feb-08,179,66,0,69,8,322,,,,,,,,,
ABI,Mar-08,706,0,0,0,0,706,,,,,,,,,
ABI,Apr-08,554,1,0,0,0,555,,,,,,,,,
ABI,May-08,128,0,0,0,0,128,,,,,,,,,
ABI,Jun-08,282,115,0,0,0,397,,,,,,,,,
ABI,Jul-08,186,0,0,0,0,186,,,,,,,,,
ABI,Aug-08,491,27,0,0,0,518,,,,,,,,,
ABI,Sep-08,43,137,0,0,0,180,,,,,,,,,
ABI,Oct-08,0,0,0,80,0,80,,,,,,,,,
ABI,Nov-08,179,0,0,0,0,179,,,,,,,,,
ABI,Dec-08,572,0,0,0,0,572,,,,,,,,,
ABI,Jan-09,166,0,0,0,0,166,,,,,,,,,
ABI,Feb-09,0,143,0,0,0,143,,,,,,,,,
ABI,Mar-09,228,22,0,0,0,250,,,,,,,,,
ABI,Apr-09,202,0,0,0,130,332,,,,,,,,,
ABI,May-09,258,0,0,0,0,258,,,,,,,,,
ABI,Jun-09,174,5,0,0,0,179,,,,,,,,,
ABI,Jul-09,249,0,0,0,37,286,,,,,,,,,
ABI,Aug-09,224,0,0,0,0,224,,,,,,,,,
ABI,Sep-09,602,0,0,0,6,608,,,,,,,,,
ABI,Oct-09,471,103,0,0,50,624,,,,,,,,,
ABI,Nov-09,145,0,0,0,0,145,,,,,,,,,
ABI,Dec-09,552,23,0,0,0,575,,,,,,,,,
ABI,Jan-10,378,0,0,0,0,378,,,,,,,,,
ABI,Feb-10,224,0,0,20,55,299,,,,,,,,,
ABI,Mar-10,352,0,0,0,0,352,,,,,,,,,
ABI,Apr-10,118,0,0,0,0,118,,,,,,,,,
ABI,May-10,459,21,0,0,0,480,,,,,,,,,
ABI,Jun-10,304,0,0,0,0,304,,,,,,,,,
ABI,Jul-10,407,0,0,0,26,433,,,,,,,,,
ABI,Aug-10,281,0,0,11,0,292,,,,,,,,,
ABI,Sep-10,220,0,0,0,0,220,,,,,,,,,
ABI,Oct-10,44,0,0,0,0,44,,,,,,,,,
ABI,Nov-10,130,0,0,0,0,130,,,,,,,,,
ABI,Dec-10,43,0,0,0,0,43,,,,,,,,,
ABI,Jan-11,59,73,0,0,0,132,,,,,,,,,
ABI,Feb-11,220,0,0,0,0,220,,,,,,,,,
ABI,Mar-11,53,0,0,0,0,53,,,,,,,,,
ABI,Apr-11,604,2,0,0,0,606,,,,,,,,,
ABI,May-11,785,0,0,0,16,801,,,,,,,,,
ABI,Jun-11,98,0,0,0,0,98,,,,,,,,,
ABI,Jul-11,111,0,0,0,0,111,,,,,,,,,
ABI,Aug-11,227,0,0,0,0,227,,,,,,,,,
ABI,Sep-11,132,65,0,0,0,197,,,,,,,,,
ABI,Oct-11,276,0,0,0,0,276,,,,,,,,,
ABI,Nov-11,124,0,0,0,0,124,,,,,,,,,
ABI,Dec-11,110,0,0,0,279,389,,,,,,,,,
ABI,Jan-12,73,0,0,0,0,73,,,,,,,,,
ABI,Feb-12,191,0,0,0,0,191,,,,,,,,,
ABI,Mar-12,217,5,0,0,0,222,,,,,,,,,
ABI,Apr-12,177,0,0,0,0,177,,,,,,,,,
ABI,May-12,346,0,0,0,0,346,,,,,,,,,
ABI,Jun-12,366,0,0,0,0,366,,,,,,,,,
ABI,Jul-12,169,23,0,0,0,192,,,,,,,,,
ABI,Aug-12,129,0,147,0,0,276,,,,,,,,,
ABI,Sep-12,137,0,0,0,63,200,,,,,,,,,
ABI,Oct-12,0,251,0,34,0,285,,,,,,,,,
ABI,Nov-12,13,0,0,0,0,13,,,,,,,,,
ABI,Dec-12,314,0,0,0,0,314,,,,,,,,,
ABI,Jan-13,58,0,0,124,0,182,,,,,,,,,
ABI,Feb-13,5,0,0,173,0,178,,,,,,,,,
ABI,Mar-13,311,11,0,0,0,322,,,,,,,,,
ABI,Apr-13,164,80,0,0,40,284,,,,,,,,,
ABI,May-13,826,0,0,0,23,849,,,,,,,,,
ABI,Jun-13,199,0,0,0,0,199,,,,,,,,,
ABI,Jul-13,324,42,0,42,0,408,,,,,,,,,
ABI,Aug-13,148,139,0,0,48,335,,,,,,,,,
ABI,Sep-13,215,0,0,0,0,215,,,,,,,,,
ABI,Oct-13,261,0,0,0,0,261,,,,,,,,,
ABI,Nov-13,48,0,0,0,0,48,,,,,,,,,
ABI,Dec-13,149,372,0,0,0,521,,,,,,,,,
ABI,Jan-14,175,0,0,0,0,175,,,,,,,,,
ABI,Feb-14,530,58,0,0,0,588,,,,,,,,,
ABI,Mar-14,82,0,0,0,203,285,,,,,,,,,
ABI,Apr-14,199,34,0,0,146,379,,,,,,,,,
ABI,May-14,264,0,0,0,0,264,,,,,,,,,
ABI,Jun-14,436,2,0,0,0,438,,,,,,,,,
ABI,Jul-14,469,0,0,0,23,492,,,,,,,,,
ABI,Aug-14,405,0,0,0,0,405,,,,,,,,,
ABI,Sep-14,244,0,0,27,0,271,,,,,,,,,
ABI,Oct-14,484,24,0,5,0,513,,,,,,,,,
ABI,Nov-14,302,0,0,0,121,423,,,,,,,,,
ABI,Dec-14,98,178,0,208,0,484,,,,,,,,,
ABI,Jan-15,0,400,0,0,0,400,,,,,,,,,
ABI,Feb-15,0,0,0,0,350,350,,,,,,,,,
ABI,Mar-15,0,0,0,0,397,397,,,,,,,,,
ABI,Apr-15,246,0,0,0,6,252,,,,,,,,,
ABI,May-15,636,0,0,24,0,660,,,,,,,,,
ABI,Jun-15,42,57,0,0,0,99,,,,,,,,,
ABI,Jul-15,0,132,0,0,0,132,,,,,,,,,
ABI,Aug-15,71,0,0,56,0,127,,,,,,,,,
ABI,Sep-15,0,31,0,21,0,52,,,,,,,,,
ABI,Oct-15,377,6,0,6,0,389,,,,,,,,,
ABI,Nov-15,22,48,0,0,0,70,,,,,,,,,
ABI,Dec-15,268,3,0,0,0,271,,,,,,,,,
ABI,Jun-16,0,0,0,0,0,0,,,,,,,,,
ABI,Jul-16,69,0,0,0,0,69,,,,,,,,,
ABI,Aug-16,75,18,0,10,0,103,,,,,,,,,
ABI,Sep-16,0,3,0,39,0,42,,,,,,,,,
ABI,Oct-16,0,0,0,0,0,0,,,,,,,,,
ABI,Nov-16,0,11,0,0,0,11,,,,,,,,,
ABI,Dec-16,50,76,0,0,0,126,,,,,,,,,
ABI,Jan-17,38,45,0,0,0,83,,,,,,,,,
ABI,Feb-17,0,0,0,0,0,0,,,,,,,,,
ABI,Jan-18,14,108,0,0,86,208,,,,,,,,,
ABI,Feb-18,497,133,0,0,0,630,,,,,,,,,
ABI,Mar-18,158,48,0,0,0,206,,,,,,,,,
ABI,Apr-18,140,28,0,34,0,202,,,,,,,,,
ABI,May-18,50,0,0,0,0,50,,,,,,,,,
ABI,Jun-18,49,0,0,0,0,49,,,,,,,,,
ABI,Jul-18,226,27,0,12,0,265,,,,,,,,,
ABI,Aug-18,88,90,0,10,0,188,,,,,,,,,
ABI,Sep-18,280,55,0,19,0,354,,,,,,,,,
ABI,Oct-18,206,33,0,33,55,327,,,,,,,,,
ABI,Nov-18,86,64,0,72,19,241,,,,,,,,,
ABQ,Jun-03,3141,344,0,109,201,3795,,,,,,,,,
ABQ,Jul-03,3279,450,56,131,104,4020,,,,,,,,,
ABQ,Aug-03,3188,98,0,99,48,3433,,,,,,,,,
ABQ,Sep-03,2091,375,0,134,169,2769,,,,,,,,,
ABQ,Oct-03,1001,285,24,183,1018,2511,,,,,,,,,
ABQ,Nov-03,2421,811,0,206,305,3743,,,,,,,,,
ABQ,Dec-03,1766,654,11,141,373,2945,,,,,,,,,
ABQ,Jan-04,3000,867,38,430,520,4855,,,,,,,,,
ABQ,Feb-04,2857,620,33,889,341,4740,,,,,,,,,
ABQ,Mar-04,3002,382,0,265,260,3909,,,,,,,,,
ABQ,Apr-04,2519,420,138,375,278,3730,,,,,,,,,
ABQ,May-04,2447,281,113,155,150,3146,,,,,,,,,
ABQ,Jun-04,6392,454,1,328,312,7487,,,,,,,,,
ABQ,Jul-04,3833,262,0,97,1361,5553,,,,,,,,,
ABQ,Aug-04,3977,293,40,128,918,5356,,,,,,,,,
ABQ,Sep-04,812,177,695,49,235,1968,,,,,,,,,
ABQ,Oct-04,4161,947,44,152,343,5647,,,,,,,,,
ABQ,Nov-04,3785,387,690,283,423,5568,,,,,,,,,
ABQ,Dec-04,3297,821,22,375,171,4686,,,,,,,,,
ABQ,Jan-05,3289,566,13,164,105,4137,,,,,,,,,
ABQ,Feb-05,2601,733,0,202,141,3677,,,,,,,,,
ABQ,Mar-05,2387,996,122,557,100,4162,,,,,,,,,
ABQ,Apr-05,1997,346,3,346,150,2842,,,,,,,,,
ABQ,May-05,1398,102,0,486,293,2279,,,,,,,,,
ABQ,Jun-05,2494,353,14,210,113,3184,,,,,,,,,
ABQ,Jul-05,3700,149,0,308,1,4158,,,,,,,,,
ABQ,Aug-05,3383,709,4,414,176,4686,,,,,,,,,
ABQ,Sep-05,2054,358,0,510,112,3034,,,,,,,,,
ABQ,Oct-05,2152,206,0,440,113,2911,,,,,,,,,
ABQ,Nov-05,1473,326,0,419,142,2360,,,,,,,,,
ABQ,Dec-05,3678,590,139,483,143,5033,,,,,,,,,
ABQ,Jan-06,1578,376,0,266,55,2275,,,,,,,,,
ABQ,Feb-06,3234,1035,86,185,569,5109,,,,,,,,,
ABQ,Mar-06,4487,419,0,355,0,5261,,,,,,,,,
ABQ,Apr-06,2688,505,92,301,72,3658,,,,,,,,,
ABQ,May-06,1947,242,73,711,183,3156,,,,,,,,,
ABQ,Jun-06,3319,521,0,327,450,4617,,,,,,,,,
ABQ,Jul-06,3105,413,24,233,219,3994,,,,,,,,,
ABQ,Aug-06,3188,328,183,415,45,4159,,,,,,,,,
ABQ,Sep-06,3267,323,53,631,110,4384,,,,,,,,,
ABQ,Oct-06,3728,550,27,1069,201,5575,,,,,,,,,
ABQ,Nov-06,2326,419,0,398,74,3217,,,,,,,,,
ABQ,Dec-06,3721,511,0,419,54,4705,,,,,,,,,
ABQ,Jan-07,4541,1101,200,735,27,6604,,,,,,,,,
ABQ,Feb-07,2617,910,0,528,248,4303,,,,,,,,,
ABQ,Mar-07,3048,550,3,479,59,4139,,,,,,,,,
ABQ,Apr-07,3553,601,21,382,6,4563,,,,,,,,,
ABQ,May-07,3197,599,7,148,791,4742,,,,,,,,,
ABQ,Jun-07,5549,311,10,223,55,6148,,,,,,,,,
ABQ,Jul-07,5549,257,87,592,41,6526,,,,,,,,,
ABQ,Aug-07,4151,633,0,649,290,5723,,,,,,,,,
ABQ,Sep-07,2453,338,34,344,148,3317,,,,,,,,,
ABQ,Oct-07,1419,613,0,835,35,2902,,,,,,,,,
ABQ,Nov-07,1297,855,408,664,244,3468,,,,,,,,,
ABQ,Dec-07,6016,874,32,363,47,7332,,,,,,,,,
ABQ,Jan-08,3398,442,39,203,103,4185,,,,,,,,,
ABQ,Feb-08,3003,277,61,847,0,4188,,,,,,,,,
ABQ,Mar-08,3443,901,2,112,36,4494,,,,,,,,,
ABQ,Apr-08,3398,1118,64,282,97,4959,,,,,,,,,
ABQ,May-08,4913,955,0,566,652,7086,,,,,,,,,
ABQ,Jun-08,6701,1462,0,692,131,8986,,,,,,,,,
ABQ,Jul-08,3678,574,0,260,46,4558,,,,,,,,,
ABQ,Aug-08,4265,871,86,286,254,5762,,,,,,,,,
ABQ,Sep-08,1180,331,0,251,43,1805,,,,,,,,,
ABQ,Oct-08,1066,312,29,358,2,1767,,,,,,,,,
ABQ,Nov-08,1949,582,0,245,12,2788,,,,,,,,,
ABQ,Dec-08,5621,1835,94,1303,181,9034,,,,,,,,,
ABQ,Jan-09,2547,674,0,340,78,3639,,,,,,,,,
ABQ,Feb-09,1251,646,0,139,130,2166,,,,,,,,,
ABQ,Mar-09,2210,937,0,386,174,3707,,,,,,,,,
ABQ,Apr-09,2469,451,0,230,254,3404,,,,,,,,,
ABQ,May-09,1964,218,0,171,75,2428,,,,,,,,,
ABQ,Jun-09,2951,328,0,35,541,3855,,,,,,,,,
ABQ,Jul-09,2474,503,0,188,5,3170,,,,,,,,,
ABQ,Aug-09,2275,311,0,101,13,2700,,,,,,,,,
ABQ,Sep-09,1143,352,33,74,126,1728,,,,,,,,,
ABQ,Oct-09,3566,590,37,698,425,5316,,,,,,,,,
ABQ,Nov-09,514,377,16,13,72,992,,,,,,,,,
ABQ,Dec-09,3691,958,0,17,61,4727,,,,,,,,,
ABQ,Jan-10,1482,448,0,39,120,2089,,,,,,,,,
ABQ,Feb-10,1773,664,19,144,367,2967,,,,,,,,,
